full_name,default_branch,stars,forks,created_at,size,open_issues_count
reneargento/algorithms-sedgewick-wayne,master,2056,667,2016-11-27T17:54:25Z,15167,2
confluentinc/kafka-connect-jdbc,master,953,931,2015-04-23T02:23:08Z,14982,519
jonashackt/spring-boot-vuejs,master,1988,673,2017-09-11T09:42:52Z,25998,18
zhegexiaohuozi/SeimiCrawler,master,1934,680,2015-11-06T16:06:36Z,464,31
Col-E/Recaf,master,5214,443,2017-07-27T06:01:10Z,54537,130
chillzhuang/blade-tool,master,1529,753,2018-12-24T01:33:33Z,6291,10
JCTools/JCTools,master,3358,534,2013-11-10T18:04:40Z,7778,53
JeffLi1993/java-core-learning-example,master,1654,728,2015-06-17T03:08:25Z,459,4
google/open-location-code,main,3916,499,2014-09-30T18:26:35Z,4503,64
dragonwell-project/dragonwell8,master,4013,493,2019-03-07T02:57:45Z,1039789,126
atjiu/pybbs,master,1688,719,2015-04-11T23:03:17Z,57274,0
sannies/mp4parser,master,2686,587,2013-09-15T21:37:40Z,53567,263
aliyun/aliyun-oss-java-sdk,master,1157,844,2015-07-31T03:21:07Z,10261,114
bonigarcia/webdrivermanager,master,2364,644,2015-03-15T19:52:36Z,12520,14
voldemort/voldemort,master,2603,590,2009-05-31T03:27:10Z,210813,81
ta4j/ta4j,master,1849,685,2017-09-14T17:14:32Z,9164,51
GoogleLLP/SuperMarket,master,1869,681,2020-08-01T14:48:51Z,151977,18
jdsjlzx/LRecyclerView,master,2471,603,2016-05-19T10:12:08Z,38365,102
RoaringBitmap/RoaringBitmap,master,3215,541,2013-06-17T20:29:23Z,89154,70
youseries/urule,master,1697,708,2017-08-25T07:13:39Z,12421,61
logisim-evolution/logisim-evolution,main,3703,502,2014-09-19T05:23:24Z,110165,197
magefree/mage,master,1650,713,2012-04-27T13:18:34Z,795262,1288
sakaiproject/sakai,master,972,896,2014-12-29T11:14:17Z,480465,91
confluentinc/kafka-rest,master,2144,634,2014-11-19T17:34:24Z,12866,247
ctripcorp/C-OCR,master,2312,613,2019-04-11T06:07:08Z,1987,15
apache/poi,trunk,1719,697,2009-05-21T01:15:15Z,219390,17
pgjdbc/pgjdbc,master,1318,782,2012-02-06T19:30:35Z,43608,453
reactor/reactor-netty,main,2389,603,2016-08-18T20:58:56Z,22738,48
nayuki/Project-Euler-solutions,master,1795,681,2011-06-12T22:36:02Z,2603,1
ysc/word,master,1770,684,2014-03-18T03:22:55Z,518924,36
race604/FlyRefresh,master,2847,556,2015-05-28T10:19:34Z,2178,5
dunwu/javacore,master,3004,543,2017-08-18T11:05:08Z,16928,3
youlaitech/youlai-mall,master,1820,675,2020-03-01T02:19:27Z,144790,11
coderbruis/JavaSourceCodeLearning,master,3109,534,2020-06-02T13:34:20Z,8297,4
notnoop/java-apns,master,1785,695,2009-11-14T00:52:39Z,1412,150
Intel-bigdata/HiBench,master,1391,756,2012-06-12T07:56:57Z,659184,247
dunwu/db-tutorial,master,3585,500,2017-08-08T06:33:38Z,13334,7
IrisShaders/Iris,1.20.1,2842,554,2020-10-22T20:21:12Z,12023,211
DreamOfTheRedChamber/system-design-interviews,master,1937,652,2016-11-01T17:13:52Z,551578,2
jenkinsci/git-plugin,master,657,1042,2010-04-15T21:07:21Z,8645,17
CarpenterLee/JavaLambdaInternals,master,2020,640,2016-10-13T12:47:26Z,1561,12
hierynomus/sshj,master,2362,598,2010-02-27T14:34:40Z,8842,235
apache/struts,master,1224,794,2014-01-15T08:00:08Z,78881,9
FreeTymeKiyan/LeetCode-Sol-Res,master,1701,685,2015-01-11T16:29:55Z,5295,16
Raysmond/SpringBlog,master,1627,699,2015-09-26T15:58:47Z,12537,19
jenkinsci/blueocean-plugin,master,2856,543,2016-01-23T18:02:45Z,31313,5
Arronlong/httpclientutil,master,1413,737,2015-11-19T06:53:28Z,229,23
aragozin/jvm-tools,master,3228,513,2012-04-28T09:28:32Z,5518,14
sphinx02/AppStarter,master,484,1167,2015-05-25T17:57:03Z,31294,33
Naoki2015/CircleDemo,master,2212,601,2015-12-31T04:02:59Z,17971,19
iMeiji/Toutiao,master,2238,598,2016-12-16T14:22:30Z,38365,15
hefuyicoder/ListenerMusicPlayer,master,2383,581,2017-02-09T10:01:31Z,11166,21
apache/activemq-artemis,main,881,893,2015-05-22T07:00:05Z,92071,11
google/data-transfer-project,master,3511,488,2018-01-04T21:27:57Z,9823,168
xmuSistone/ViewpagerTransition,master,3039,520,2016-09-19T05:38:45Z,30297,3
GoogleCloudPlatform/DataflowTemplates,main,1022,832,2018-02-10T00:31:37Z,12883,172
zongzibinbin/MallChat,main,2036,615,2023-03-16T15:04:35Z,2118,36
xerial/sqlite-jdbc,master,2516,559,2014-08-06T14:01:00Z,352816,57
playframework/play1,master,1574,685,2010-08-13T10:08:50Z,873899,113
zhp8341/flink-streaming-platform-web,master,1685,664,2020-10-15T14:26:20Z,11005,31
medcl/elasticsearch-analysis-pinyin,master,2738,537,2012-05-22T10:45:42Z,12764,116
bm-x/PhotoView,master,2606,548,2015-08-11T04:02:56Z,43664,92
OpenHFT/Chronicle-Queue,ea,3030,514,2013-06-02T15:11:33Z,29686,47
linkedin/cruise-control,migrate_to_kafka_2_5,2535,552,2017-08-15T17:32:10Z,13771,167
codingXiaxw/CustomerManagement,master,1390,716,2016-10-23T09:27:26Z,2758,14
camunda/zeebe,main,2846,521,2016-03-20T03:38:04Z,157261,522
a2888409/face2face,master,1505,687,2016-01-25T02:27:50Z,3287,10
h2oai/h2o-2,master,2223,579,2013-02-06T03:09:38Z,669769,18
learning-zone/java-basics,master,1426,703,2019-03-06T05:03:23Z,123341,1
spring-projects/spring-loaded,master,2700,532,2012-12-06T23:17:42Z,35230,128
sleuthkit/autopsy,develop,2029,601,2011-10-05T02:11:11Z,2338716,338
LinShunKang/MyPerf4J,develop,3138,496,2018-03-11T09:58:44Z,1143,5
aosp-mirror/platform_frameworks_support,master,1662,654,2012-04-10T04:06:44Z,354693,0
Chainfire/libsuperuser,master,1518,677,2012-10-29T18:01:25Z,551,25
vdurmont/emoji-java,master,2556,545,2014-09-21T16:58:57Z,539,79
yaphone/itchat4j,master,1871,617,2017-04-05T15:04:57Z,747,104
JosephZhu1983/java-common-mistakes,master,1516,675,2020-02-03T09:45:58Z,10328,2
javahongxi/whatsmars,master,1905,610,2016-04-01T10:33:04Z,12976,10
in28minutes/spring-boot-master-class,master,859,861,2017-08-02T09:02:25Z,1208,11
LibrePDF/OpenPDF,master,2902,507,2016-07-11T15:50:34Z,32652,146
huazhiyuan2008/RecyclerViewCardGallery,master,2626,528,2016-09-01T06:43:09Z,14440,15
jwpttcg66/NettyGameServer,master,1515,670,2017-02-08T02:17:21Z,3421,3
fabric8io/docker-maven-plugin,master,1796,620,2014-03-26T06:10:05Z,21648,460
mcMMO-Dev/mcMMO,master,940,819,2012-01-05T18:54:08Z,27385,487
killme2008/Metamorphosis,master,1330,703,2012-03-08T07:01:44Z,3290,49
open-telemetry/opentelemetry-java-instrumentation,main,1462,674,2019-09-25T20:19:14Z,171983,338
camunda-consulting/camunda-7-code-examples,main,580,1007,2013-04-04T15:31:22Z,126577,527
JoyChou93/java-sec-code,master,2069,579,2017-12-26T06:54:35Z,464,21
eclipse/eclipse-collections,master,2267,554,2015-11-24T16:22:48Z,16100,149
real-logic/simple-binary-encoding,master,2912,496,2013-09-03T09:13:34Z,26030,29
spockframework/spock,master,3424,462,2010-12-12T19:02:34Z,29021,260
exadel-inc/CompreFace,master,3295,470,2020-07-06T08:29:43Z,530712,149
linkedin/rest.li,master,2348,543,2012-11-30T19:37:51Z,26695,93
Qihoo360/Quicksql,master,2024,579,2019-01-04T10:06:25Z,12393,89
KunMinX/Linkage-RecyclerView,master,3571,452,2019-04-22T04:39:46Z,761,2
ethanhua/Skeleton,master,3593,450,2017-07-30T06:42:39Z,17001,28
Tencent/spring-cloud-tencent,2021.0,3033,482,2021-07-29T05:12:42Z,4843,15
opennetworkinglab/onos,master,1101,747,2014-12-04T04:32:00Z,174859,70
paulc4/microservices-demo,master,869,826,2015-07-02T17:29:29Z,1355,20
spring-projects/spring-restdocs,main,1118,738,2014-10-08T12:53:51Z,5656,42
fqrouter/fqrouter,master,1966,579,2011-04-10T03:04:06Z,5716,60
chenssy89/jutils,master,1117,739,2015-08-13T10:23:38Z,123,14
ProgrammerAnthony/Pantheon,master,2367,533,2016-04-21T01:08:20Z,545,2
didi/tinyid,master,2138,558,2018-09-26T06:34:57Z,306,33
hyperledger/fabric-sdk-java,main,1110,741,2016-10-10T17:10:25Z,6171,5
apache/ranger,master,792,856,2014-07-27T07:00:08Z,111315,160
SlimeKnights/TinkersConstruct,1.18.2,1142,729,2013-01-22T20:46:32Z,59770,74
Jzvd/JZVideo,develop,2690,500,2019-12-05T15:59:47Z,3476,91
line/line-bot-sdk-java,master,580,973,2016-04-12T12:32:40Z,6786,5
xmuSistone/CardSlidePanel,master,2384,526,2015-11-29T11:03:52Z,29898,9
flavienlaurent/datetimepicker,master,1837,588,2013-06-02T18:22:24Z,3365,59
portfolio-performance/portfolio,master,2361,528,2012-03-24T09:43:08Z,46360,764
wildabeast/BarcodeScanner,master,966,775,2012-10-03T17:15:59Z,5135,193
ehcache/ehcache3,master,1918,576,2014-02-26T20:39:16Z,20810,105
googleapis/google-api-java-client,main,1254,696,2014-10-28T17:31:34Z,14432,54
lukas-krecan/ShedLock,master,3131,465,2016-12-11T13:53:59Z,5366,17
dromara/myth,master,1498,639,2017-12-01T06:33:28Z,2207,57
remkop/picocli,main,4426,399,2017-02-01T16:38:41Z,83661,125
mkyong/spring-boot,master,657,913,2019-02-01T08:26:19Z,305,12
siaorg/sia-task,master,1800,589,2019-05-15T03:23:47Z,83764,29
pf4j/pf4j,master,2104,552,2012-10-10T13:10:32Z,1570,35
RyanFehr/HackerRank,master,1185,705,2016-09-11T01:23:55Z,894,119
Jackson0714/PassJava-Platform,master,2250,533,2020-04-05T05:31:47Z,7107,24
eacdy/spring-cloud-study,master,1039,743,2016-08-26T09:35:58Z,791,1
redhat-scholars/istio-tutorial,master,1181,701,2017-11-17T01:26:56Z,41064,11
in28minutes/SpringMvcStepByStep,master,797,830,2015-12-23T13:09:44Z,482,20
shuleisanshi/myblog,master,1276,675,2019-10-31T06:13:35Z,65825,13
in28minutes/JavaInterviewQuestionsAndAnswers,master,821,818,2016-02-02T06:58:56Z,2006,6
callicoder/spring-boot-react-oauth2-social-login-demo,master,1280,673,2018-10-01T04:19:38Z,2549,42
zeromq/jeromq,master,2265,524,2012-08-01T09:28:37Z,4046,87
sharpie7/circuitjs1,master,2001,551,2015-06-15T02:11:14Z,1718,237
selenide/selenide,main,1738,585,2012-02-07T11:44:33Z,14353,42
Swati4star/Images-to-PDF,master,994,745,2016-02-22T10:00:46Z,72137,68
lealone/Lealone,master,2314,516,2013-01-08T13:57:08Z,25920,13
MeteorDevelopment/meteor-client,master,1579,609,2020-11-03T15:33:49Z,20216,624
kangjianwei/LearningJDK,master,1423,636,2018-10-15T19:00:41Z,47508,1
scouter-project/scouter,master,1994,549,2015-06-04T01:19:31Z,95625,196
chaychan/TouTiao,master,1760,579,2017-07-18T08:42:40Z,116213,12
binarywang/weixin-java-miniapp-demo,master,1205,683,2017-06-14T16:47:52Z,3109,14
graphhopper/jsprit,master,1517,614,2013-03-27T13:35:04Z,10731,69
Piasy/BigImageViewer,master,3940,404,2016-11-06T09:55:02Z,55900,31
nathanmarz/storm-starter,master,942,752,2011-09-16T05:21:34Z,543,17
thymeleaf/thymeleaf,3.1-master,2621,483,2012-05-20T15:11:32Z,45278,102
yidao620c/SpringBootBucket,master,1040,720,2018-03-04T09:46:49Z,2230,16
apache/sedona,master,1586,599,2015-04-24T18:01:29Z,535465,19
SpringForAll/spring-boot-starter-swagger,master,2124,526,2017-08-08T09:24:42Z,224,89
hekailiang/squirrel,master,2092,529,2013-03-31T02:24:18Z,3151,67
rubensousa/PreviewSeekBar,master,3395,428,2017-01-24T23:52:44Z,63621,8
flyingsaucerproject/flyingsaucer,main,1832,559,2010-04-19T23:26:11Z,63140,6
bezkoder/spring-boot-spring-security-jwt-authentication,master,1023,720,2019-10-15T16:02:02Z,147,14
ulisesbocchio/jasypt-spring-boot,master,2611,479,2015-05-27T14:00:55Z,622,34
pentaho/mondrian,master,1100,695,2012-03-19T17:03:39Z,316125,108
xwjie/PLMCodeTemplate,master,1917,547,2017-04-02T08:43:47Z,4328,19
thombergs/buckpal,master,1800,561,2019-05-08T21:29:43Z,528,21
sqmax/springboot-project,master,1375,630,2018-04-07T15:09:05Z,1406,12
spring-cloud/spring-cloud-openfeign,main,1061,704,2018-02-05T21:26:12Z,12344,80
diffplug/spotless,main,3717,408,2015-04-27T19:10:58Z,16946,150
darbyluv2code/spring-and-hibernate-for-beginners,master,790,800,2019-09-04T03:23:43Z,3993,0
Netflix/archaius,2.x,2422,490,2012-05-11T00:07:05Z,3837,44
jeasonlzy/NineGridView,master,2454,487,2016-01-28T12:16:02Z,12075,66
pinterest/secor,master,1818,553,2014-04-15T22:26:44Z,3667,170
synthetichealth/synthea,master,1829,551,2016-06-17T20:15:40Z,626384,170
mxn21/FlowingDrawer,master,2569,474,2015-08-14T12:29:05Z,7801,3
hub4j/github-api,main,1033,707,2010-04-19T04:13:03Z,43219,151
ninjaframework/ninja,develop,1907,539,2012-06-09T21:06:05Z,46074,125
Nightonke/WoWoViewPager,master,2751,459,2016-03-03T04:29:28Z,55505,8
alexa/alexa-skills-kit-sdk-for-java,2.0.x,808,780,2015-07-10T22:21:51Z,2174,10
tywo45/t-io,master,1708,563,2017-03-30T03:17:13Z,33418,15
OWASP-Benchmark/BenchmarkJava,master,579,899,2015-04-07T20:03:33Z,75438,25
hyperledger/besu,main,1275,637,2019-09-04T21:11:20Z,64239,310
threedr3am/learnjavabug,master,2361,487,2018-05-04T11:42:14Z,8403,9
wupeixuan/JDKSourceCode1.8,master,1447,602,2018-03-11T12:29:14Z,35436,7
jenkinsci/gitlab-plugin,master,1418,607,2014-05-20T16:50:12Z,6387,237
Teevity/ice,master,2834,449,2013-06-14T20:56:13Z,2507,109
hncboy/ai-beehive,main,1743,554,2023-03-22T15:23:13Z,3903,9
jenly1314/ZXingLite,master,2753,454,2018-08-09T09:27:04Z,124910,15
moshowgame/spring-cloud-study,master,741,802,2018-05-31T12:35:45Z,301,2
JavaCourse00/JavaCourseCodes,main,607,878,2020-10-28T07:31:29Z,1308,2
wuyinxian124/nettybook2,master,945,720,2015-05-25T02:26:31Z,7406,4
apache/incubator-hugegraph,master,2423,477,2018-07-18T03:30:20Z,22763,272
gothinkster/spring-boot-realworld-example-app,master,1192,649,2017-08-28T17:43:55Z,759,1
mahmoudparsian/data-algorithms-book,master,1048,688,2014-08-06T16:48:22Z,415877,15
nico2sh/materialish-progress,master,2489,471,2014-11-15T14:32:25Z,1039,23
AnyListen/tools-ocr,master,2783,448,2019-03-22T09:12:25Z,21182,40
AhmadElsagheer/Competitive-programming-library,master,2371,480,2016-05-29T16:04:20Z,278,24
OpenHFT/Chronicle-Map,ea,2619,458,2014-07-18T15:33:57Z,55156,13
liweiwei1419/LeetCode-Solutions-in-Good-Style,master,2764,447,2018-12-10T01:50:09Z,8386,1
SmartBear/soapui,next,1433,594,2012-07-08T14:27:41Z,99577,114
javadevjournal/javadevjournal,master,421,1018,2018-04-10T16:02:30Z,4332,7
SonarSource/sonar-java,master,1042,682,2012-09-04T15:53:13Z,61159,18
indy256/codelibrary,master,1785,541,2011-03-17T20:38:29Z,3776,96
alibaba/taokeeper,master,1049,678,2011-12-04T02:33:33Z,32536,25
spinnaker/kayenta,master,1245,629,2017-01-27T17:30:07Z,11826,4
JoanZapata/base-adapter-helper,master,1757,541,2013-04-05T11:35:13Z,1081,19
opensourceBIM/BIMserver,master,1425,592,2013-05-08T14:55:01Z,630401,135
cmusphinx/sphinx4,master,1368,605,2014-04-07T10:09:02Z,178007,27
murraco/spring-boot-jwt,master,1348,604,2017-10-12T02:28:48Z,103,0
piomin/sample-spring-microservices-new,master,986,691,2018-04-18T11:23:26Z,206,1
rhwayfun/spring-boot-learning-examples,develop,1564,565,2017-03-28T00:50:20Z,372,7
apache/guacamole-client,master,1196,635,2016-03-22T07:00:06Z,23372,44
spring-guides/tut-spring-boot-oauth2,main,855,733,2015-11-24T11:29:05Z,232,42
mybatis/jpetstore-6,master,550,893,2013-02-10T11:13:55Z,3750,2
mxdldev/spring-cloud-flycloud,master,1565,562,2019-02-14T01:00:00Z,1419,5
in28minutes/MockitoTutorialForBeginners,master,584,860,2016-08-07T14:13:23Z,779,5
lenve/javaboy-code-samples,master,1319,603,2019-05-10T11:36:20Z,52596,33
henryyan/activiti-in-action-codes,master,1217,623,2014-12-07T14:15:20Z,8781,52
spring-projects/spring-statemachine,main,1423,582,2015-02-04T17:15:36Z,18476,288
yueyi2019/online-taxi,master,918,704,2019-09-04T14:07:22Z,383,5
bjmashibing/JUC,master,651,817,2019-08-24T03:09:08Z,204,6
careermonk/data-structures-and-algorithms-made-easy-in-java,master,709,791,2014-12-20T23:48:05Z,1533,10
DozerMapper/dozer,master,2040,497,2012-01-23T21:11:58Z,21354,12
fengjiachun/Jupiter,master,1469,572,2015-10-23T15:04:14Z,9839,13
AdoptOpenJDK/jitwatch,master,2940,423,2013-09-30T14:18:17Z,5363,6
json-iterator/java,master,1468,571,2016-12-05T12:15:21Z,1304,104
864381832/xJavaFxTool,master,1765,527,2017-08-27T04:38:06Z,303006,7
piomin/sample-spring-microservices,master,525,889,2017-02-03T09:25:56Z,111,9
apache/eventmesh,master,1448,572,2019-09-16T03:04:56Z,63127,339
drewnoakes/metadata-extractor,master,2355,463,2014-11-19T00:13:55Z,12710,145
HotswapProjects/HotswapAgent,master,2121,485,2013-11-20T16:15:13Z,4269,124
nanchen2251/CompressHelper,master,2466,453,2017-03-16T07:20:08Z,1159,27
morenoh149/react-native-contacts,master,1594,546,2015-10-16T06:35:30Z,9357,3
adempiere/adempiere,develop,743,758,2015-01-08T01:15:53Z,1525068,566
rieckpil/blog-tutorials,master,718,761,2018-06-02T07:25:24Z,27942,46
SonicCloudOrg/sonic-agent,main,2026,485,2021-08-16T01:58:11Z,188467,6
broadinstitute/gatk,master,1499,552,2014-12-02T20:50:36Z,464648,1283
dcm4che/dcm4che,master,1056,643,2010-09-15T11:13:55Z,69832,86
wso2/product-apim,master,762,738,2014-06-11T08:05:00Z,337812,1717
yacy/yacy_search_server,master,3049,405,2015-03-22T12:54:20Z,825309,194
springdoc/springdoc-openapi,main,2816,418,2019-07-11T23:08:20Z,8147,39
awslabs/aws-serverless-java-container,main,1386,569,2016-12-05T20:04:57Z,2330,55
hellokaton/30-seconds-of-java8,master,2298,455,2018-01-30T13:02:27Z,100,7
jmxtrans/jmxtrans,master,1702,518,2011-12-07T17:24:36Z,70031,139
mitre/HTTP-Proxy-Servlet,master,1385,566,2012-04-27T17:43:25Z,366,64
spring-projects/spring-retry,main,2008,479,2010-12-21T16:41:48Z,1195,50
tdebatty/java-string-similarity,master,2622,426,2014-04-17T12:10:57Z,747,12
menacher/java-game-server,master,1262,586,2012-02-04T09:25:16Z,40804,24
ctripcorp/x-pipe,master,1806,500,2016-03-29T12:22:36Z,55892,11
monkeyWie/proxyee,master,1416,553,2017-09-04T01:50:06Z,488,95
RudeCrab/rude-java,master,1250,582,2020-02-16T09:20:36Z,2043,0
apache/incubator-paimon,master,1327,567,2022-01-12T03:13:15Z,24920,244
Mr-xn/RedTeam_BlueTeam_HW,main,1842,491,2020-12-07T13:15:49Z,434288,0
mybatis-book/book,master,1290,573,2017-06-21T12:24:12Z,2398,65
JMCuixy/swagger2word,master,1172,597,2018-01-18T01:41:02Z,682,45
xuruoxuan/kkkajs,master,1292,570,2018-04-26T16:33:22Z,3056,1
sonatype/nexus-public,main,1577,524,2015-07-31T23:42:41Z,152147,95
bastillion-io/Bastillion,master,3007,392,2013-02-07T23:11:49Z,3917,142
spring-cloud/spring-cloud-stream-samples,main,903,661,2016-02-19T14:32:27Z,3650,38
Baidu-AIP/speech-demo,master,645,764,2018-02-24T08:28:09Z,4214,12
megagao/production_ssm,master,1052,618,2016-09-14T07:36:31Z,6790,16
rabbitmq/rabbitmq-java-client,main,1179,587,2010-09-20T10:43:18Z,66108,14
gf-huanchupk/SpringBootLearning,master,896,657,2018-09-14T02:22:07Z,234,7
Jude95/EasyRecyclerView,master,2031,460,2015-07-18T13:11:48Z,11336,110
apache/jena,main,994,627,2013-01-04T08:00:32Z,456681,55
VoltDB/voltdb,master,2024,459,2011-09-23T18:46:12Z,752442,16
88250/symphony,master,2225,440,2019-12-01T10:34:32Z,46761,1
Aspsine/SwipeToLoadLayout,master,2102,451,2015-09-02T02:45:40Z,18269,48
daimajia/AnimeTaste,master,1620,505,2013-09-18T13:55:47Z,14416,12
tobato/FastDFS_Client,master,1468,531,2015-12-29T15:29:07Z,1077,107
centic9/jgit-cookbook,master,1664,499,2013-05-27T07:28:23Z,1016,2
casbin/jcasbin,master,2229,439,2017-09-08T16:54:38Z,664,1
yangchong211/YCVideoPlayer,master,2107,449,2017-12-28T03:11:30Z,17576,65
luoye663/e5,master,1495,520,2020-03-05T03:35:28Z,253,8
uncle-novel/uncle-novel,main,2286,433,2018-12-11T12:15:30Z,90996,10
callicoder/spring-boot-websocket-chat-demo,master,977,627,2017-07-25T13:06:54Z,214,7
xujeff/tianti,master,1096,594,2017-02-08T08:21:02Z,29124,29
Mojang/brigadier,master,3219,372,2014-09-15T08:48:24Z,500,72
linkedin/kafka-monitor,master,1980,458,2016-03-30T19:42:49Z,1165,27
infinispan/infinispan,main,1081,596,2010-11-04T12:33:19Z,152943,27
pinguo-zhouwei/MZBannerView,master,2320,427,2017-05-31T09:45:03Z,44226,76
Netflix/curator,master,2139,442,2011-07-14T19:47:55Z,7545,11
YeautyYE/netty-websocket-spring-boot-starter,master,1630,497,2018-07-02T02:17:43Z,151,154
